"","target","Tm1","Tm2","Tm3","Tm4","Tm5"
"2005-02-10 20:00:00",-4.91363207573263,18.0072631072375,-7.86907594467151,14.3295134319099,8.28011042193868,-6.65682474686519
"2005-02-10 21:00:00",0.197205844158039,-4.91363207573263,18.0072631072375,-7.86907594467151,14.3295134319099,8.28011042193868
"2005-02-10 22:00:00",6.0509434957549,0.197205844158039,-4.91363207573263,18.0072631072375,-7.86907594467151,14.3295134319099
"2005-02-10 23:00:00",7.05479627062943,6.0509434957549,0.197205844158039,-4.91363207573263,18.0072631072375,-7.86907594467151
"2005-02-11 00:00:00",9.89070888092769,7.05479627062943,6.0509434957549,0.197205844158039,-4.91363207573263,18.0072631072375
"2005-02-11 01:00:00",-6.51435227604298,9.89070888092769,7.05479627062943,6.0509434957549,0.197205844158039,-4.91363207573263
"2005-02-11 02:00:00",3.02044227484738,-6.51435227604298,9.89070888092769,7.05479627062943,6.0509434957549,0.197205844158039
"2005-02-11 03:00:00",-2.70185732437672,3.02044227484738,-6.51435227604298,9.89070888092769,7.05479627062943,6.0509434957549
"2005-02-11 04:00:00",11.0309729714417,-2.70185732437672,3.02044227484738,-6.51435227604298,9.89070888092769,7.05479627062943
"2005-02-11 05:00:00",17.7966932961937,11.0309729714417,-2.70185732437672,3.02044227484738,-6.51435227604298,9.89070888092769
"2005-02-11 06:00:00",18.8153526353326,17.7966932961937,11.0309729714417,-2.70185732437672,3.02044227484738,-6.51435227604298
"2005-02-11 07:00:00",-21.6262355300935,18.8153526353326,17.7966932961937,11.0309729714417,-2.70185732437672,3.02044227484738
"2005-02-11 08:00:00",2.36698813464819,-21.6262355300935,18.8153526353326,17.7966932961937,11.0309729714417,-2.70185732437672
"2005-02-11 09:00:00",-26.7369134200721,2.36698813464819,-21.6262355300935,18.8153526353326,17.7966932961937,11.0309729714417
"2005-02-11 10:00:00",-5.03969217617016,-26.7369134200721,2.36698813464819,-21.6262355300935,18.8153526353326,17.7966932961937
"2005-02-11 11:00:00",8.1127056642178,-5.03969217617016,-26.7369134200721,2.36698813464819,-21.6262355300935,18.8153526353326
"2005-02-11 12:00:00",23.9796792908069,8.1127056642178,-5.03969217617016,-26.7369134200721,2.36698813464819,-21.6262355300935
"2005-02-11 13:00:00",-3.63876189323167,23.9796792908069,8.1127056642178,-5.03969217617016,-26.7369134200721,2.36698813464819
"2005-02-11 14:00:00",-8.77518987344094,-3.63876189323167,23.9796792908069,8.1127056642178,-5.03969217617016,-26.7369134200721
"2005-02-11 15:00:00",-7.06831157940645,-8.77518987344094,-3.63876189323167,23.9796792908069,8.1127056642178,-5.03969217617016
"2005-02-11 16:00:00",-19.8665941179084,-7.06831157940645,-8.77518987344094,-3.63876189323167,23.9796792908069,8.1127056642178
"2005-02-11 17:00:00",0.986481854117746,-19.8665941179084,-7.06831157940645,-8.77518987344094,-3.63876189323167,23.9796792908069
"2005-02-11 18:00:00",1.94318923779984,0.986481854117746,-19.8665941179084,-7.06831157940645,-8.77518987344094,-3.63876189323167
"2005-02-11 19:00:00",24.4024804837778,1.94318923779984,0.986481854117746,-19.8665941179084,-7.06831157940645,-8.77518987344094
"2005-02-11 20:00:00",19.7438902903324,24.4024804837778,1.94318923779984,0.986481854117746,-19.8665941179084,-7.06831157940645
"2005-02-11 21:00:00",1521,19.7438902903324,24.4024804837778,1.94318923779984,0.986481854117746,-19.8665941179084
"2005-02-11 22:00:00",1428,1521,19.7438902903324,24.4024804837778,1.94318923779984,0.986481854117746
"2005-02-11 23:00:00",1463,1428,1521,19.7438902903324,24.4024804837778,1.94318923779984
"2005-02-12 00:00:00",1494,1463,1428,1521,19.7438902903324,24.4024804837778
"2005-02-12 01:00:00",1462,1494,1463,1428,1521,19.7438902903324
"2005-02-12 02:00:00",1326,1462,1494,1463,1428,1521
"2005-02-12 03:00:00",1185,1326,1462,1494,1463,1428
"2005-02-12 04:00:00",1154,1185,1326,1462,1494,1463
"2005-02-12 05:00:00",1175,1154,1185,1326,1462,1494
"2005-02-12 06:00:00",1203,1175,1154,1185,1326,1462
"2005-02-12 07:00:00",1250,1203,1175,1154,1185,1326
"2005-02-12 08:00:00",1321,1250,1203,1175,1154,1185
"2005-02-12 09:00:00",1323,1321,1250,1203,1175,1154
"2005-02-12 10:00:00",1381,1323,1321,1250,1203,1175
"2005-02-12 11:00:00",1480,1381,1323,1321,1250,1203
"2005-02-12 12:00:00",1485,1480,1381,1323,1321,1250
"2005-02-12 13:00:00",1522,1485,1480,1381,1323,1321
"2005-02-12 14:00:00",1570,1522,1485,1480,1381,1323
"2005-02-12 15:00:00",1507,1570,1522,1485,1480,1381
"2005-02-12 16:00:00",1540,1507,1570,1522,1485,1480
"2005-02-12 17:00:00",1556,1540,1507,1570,1522,1485
"2005-02-12 18:00:00",1707,1556,1540,1507,1570,1522
"2005-02-12 19:00:00",1766,1707,1556,1540,1507,1570
"2005-02-12 20:00:00",1846,1766,1707,1556,1540,1507
"2005-02-12 21:00:00",1795,1846,1766,1707,1556,1540
"2005-02-12 22:00:00",1755,1795,1846,1766,1707,1556
"2005-02-12 23:00:00",1738,1755,1795,1846,1766,1707
"2005-02-13 00:00:00",1712,1738,1755,1795,1846,1766
"2005-02-13 01:00:00",1751,1712,1738,1755,1795,1846
"2005-02-13 02:00:00",1574,1751,1712,1738,1755,1795
"2005-02-13 03:00:00",1458,1574,1751,1712,1738,1755
"2005-02-13 04:00:00",1515,1458,1574,1751,1712,1738
"2005-02-13 05:00:00",1491,1515,1458,1574,1751,1712
"2005-02-13 06:00:00",1453,1491,1515,1458,1574,1751
"2005-02-13 07:00:00",1443,1453,1491,1515,1458,1574
"2005-02-13 08:00:00",1473,1443,1453,1491,1515,1458
"2005-02-13 09:00:00",1548,1473,1443,1453,1491,1515
"2005-02-13 10:00:00",1586,1548,1473,1443,1453,1491
"2005-02-13 11:00:00",1488,1586,1548,1473,1443,1453
"2005-02-13 12:00:00",1220,1488,1586,1548,1473,1443
"2005-02-13 13:00:00",1198,1220,1488,1586,1548,1473
"2005-02-13 14:00:00",1168,1198,1220,1488,1586,1548
"2005-02-13 15:00:00",1149,1168,1198,1220,1488,1586
"2005-02-13 16:00:00",1052,1149,1168,1198,1220,1488
"2005-02-13 17:00:00",1053,1052,1149,1168,1198,1220
"2005-02-13 18:00:00",1238,1053,1052,1149,1168,1198
"2005-02-13 19:00:00",1188,1238,1053,1052,1149,1168
"2005-02-13 20:00:00",1150,1188,1238,1053,1052,1149
"2005-02-13 21:00:00",984,1150,1188,1238,1053,1052
"2005-02-13 22:00:00",1111,984,1150,1188,1238,1053
"2005-02-13 23:00:00",1131,1111,984,1150,1188,1238
"2005-02-14 00:00:00",1115,1131,1111,984,1150,1188
"2005-02-14 01:00:00",1133,1115,1131,1111,984,1150
"2005-02-14 02:00:00",1024,1133,1115,1131,1111,984
"2005-02-14 03:00:00",968,1024,1133,1115,1131,1111
"2005-02-14 04:00:00",923,968,1024,1133,1115,1131
"2005-02-14 05:00:00",902,923,968,1024,1133,1115
"2005-02-14 06:00:00",995,902,923,968,1024,1133
"2005-02-14 07:00:00",858,995,902,923,968,1024
"2005-02-14 08:00:00",1233,858,995,902,923,968
"2005-02-14 09:00:00",1140,1233,858,995,902,923
"2005-02-14 10:00:00",1096,1140,1233,858,995,902
"2005-02-14 11:00:00",1295,1096,1140,1233,858,995
"2005-02-14 12:00:00",926,1295,1096,1140,1233,858
"2005-02-14 13:00:00",970,926,1295,1096,1140,1233
"2005-02-14 14:00:00",960,970,926,1295,1096,1140
"2005-02-14 15:00:00",941,960,970,926,1295,1096
"2005-02-14 16:00:00",921,941,960,970,926,1295
"2005-02-14 17:00:00",940,921,941,960,970,926
"2005-02-14 18:00:00",1036,940,921,941,960,970
"2005-02-14 19:00:00",1102,1036,940,921,941,960
"2005-02-14 20:00:00",1035,1102,1036,940,921,941
"2005-02-14 21:00:00",990,1035,1102,1036,940,921
"2005-02-14 22:00:00",950,990,1035,1102,1036,940
"2005-02-14 23:00:00",988,950,990,1035,1102,1036
"2005-02-15 00:00:00",884,988,950,990,1035,1102
"2005-02-15 01:00:00",840,884,988,950,990,1035
"2005-02-15 02:00:00",814,840,884,988,950,990
"2005-02-15 03:00:00",821,814,840,884,988,950
"2005-02-15 04:00:00",802,821,814,840,884,988
"2005-02-15 05:00:00",805,802,821,814,840,884
"2005-02-15 06:00:00",850,805,802,821,814,840
"2005-02-15 07:00:00",913,850,805,802,821,814
"2005-02-15 08:00:00",1047,913,850,805,802,821
"2005-02-15 09:00:00",1055,1047,913,850,805,802
"2005-02-15 10:00:00",974,1055,1047,913,850,805
"2005-02-15 11:00:00",863,974,1055,1047,913,850
"2005-02-15 12:00:00",889,863,974,1055,1047,913
"2005-02-15 13:00:00",906,889,863,974,1055,1047
"2005-02-15 14:00:00",874,906,889,863,974,1055
"2005-02-15 15:00:00",849,874,906,889,863,974
"2005-02-15 16:00:00",923,849,874,906,889,863
"2005-02-15 17:00:00",962,923,849,874,906,889
"2005-02-15 18:00:00",1067,962,923,849,874,906
"2005-02-15 19:00:00",1125,1067,962,923,849,874
"2005-02-15 20:00:00",1149,1125,1067,962,923,849
"2005-02-15 21:00:00",1155,1149,1125,1067,962,923
"2005-02-15 22:00:00",1065,1155,1149,1125,1067,962
"2005-02-15 23:00:00",1145,1065,1155,1149,1125,1067
"2005-02-16 00:00:00",1134,1145,1065,1155,1149,1125
"2005-02-16 01:00:00",1195,1134,1145,1065,1155,1149
"2005-02-16 02:00:00",1141,1195,1134,1145,1065,1155
"2005-02-16 03:00:00",1077,1141,1195,1134,1145,1065
"2005-02-16 04:00:00",1052,1077,1141,1195,1134,1145
"2005-02-16 05:00:00",1033,1052,1077,1141,1195,1134
"2005-02-16 06:00:00",1080,1033,1052,1077,1141,1195
"2005-02-16 07:00:00",1208,1080,1033,1052,1077,1141
"2005-02-16 08:00:00",1363,1208,1080,1033,1052,1077
"2005-02-16 09:00:00",1239,1363,1208,1080,1033,1052
"2005-02-16 10:00:00",1044,1239,1363,1208,1080,1033
"2005-02-16 11:00:00",956,1044,1239,1363,1208,1080
"2005-02-16 12:00:00",955,956,1044,1239,1363,1208
"2005-02-16 13:00:00",997,955,956,1044,1239,1363
"2005-02-16 14:00:00",987,997,955,956,1044,1239
"2005-02-16 15:00:00",1007,987,997,955,956,1044
"2005-02-16 16:00:00",1025,1007,987,997,955,956
"2005-02-16 17:00:00",1083,1025,1007,987,997,955
"2005-02-16 18:00:00",1143,1083,1025,1007,987,997
"2005-02-16 19:00:00",1288,1143,1083,1025,1007,987
"2005-02-16 20:00:00",1464,1288,1143,1083,1025,1007
"2005-02-16 21:00:00",1341,1464,1288,1143,1083,1025
"2005-02-16 22:00:00",1177,1341,1464,1288,1143,1083
"2005-02-16 23:00:00",1089,1177,1341,1464,1288,1143
"2005-02-17 00:00:00",1196,1089,1177,1341,1464,1288
"2005-02-17 01:00:00",1107,1196,1089,1177,1341,1464
"2005-02-17 02:00:00",1102,1107,1196,1089,1177,1341
"2005-02-17 03:00:00",993,1102,1107,1196,1089,1177
"2005-02-17 04:00:00",912,993,1102,1107,1196,1089
"2005-02-17 05:00:00",883,912,993,1102,1107,1196
"2005-02-17 06:00:00",893,883,912,993,1102,1107
"2005-02-17 07:00:00",1033,893,883,912,993,1102
"2005-02-17 08:00:00",1222,1033,893,883,912,993
"2005-02-17 09:00:00",1190,1222,1033,893,883,912
"2005-02-17 10:00:00",1035,1190,1222,1033,893,883
"2005-02-17 11:00:00",990,1035,1190,1222,1033,893
"2005-02-17 12:00:00",1011,990,1035,1190,1222,1033
"2005-02-17 13:00:00",1041,1011,990,1035,1190,1222
"2005-02-17 14:00:00",1086,1041,1011,990,1035,1190
"2005-02-17 15:00:00",1021,1086,1041,1011,990,1035
"2005-02-17 16:00:00",1014,1021,1086,1041,1011,990
"2005-02-17 17:00:00",1023,1014,1021,1086,1041,1011
"2005-02-17 18:00:00",1172,1023,1014,1021,1086,1041
"2005-02-17 19:00:00",1172,1172,1023,1014,1021,1086
"2005-02-17 20:00:00",1219,1172,1172,1023,1014,1021
"2005-02-17 21:00:00",1106,1219,1172,1172,1023,1014
"2005-02-17 22:00:00",1078,1106,1219,1172,1172,1023
"2005-02-17 23:00:00",939,1078,1106,1219,1172,1172
"2005-02-18 00:00:00",975,939,1078,1106,1219,1172
"2005-02-18 01:00:00",958,975,939,1078,1106,1219
"2005-02-18 02:00:00",921,958,975,939,1078,1106
"2005-02-18 03:00:00",931,921,958,975,939,1078
"2005-02-18 04:00:00",874,931,921,958,975,939
"2005-02-18 05:00:00",872,874,931,921,958,975
"2005-02-18 06:00:00",904,872,874,931,921,958
"2005-02-18 07:00:00",951,904,872,874,931,921
"2005-02-18 08:00:00",1183,951,904,872,874,931
"2005-02-18 09:00:00",1187,1183,951,904,872,874
"2005-02-18 10:00:00",1072,1187,1183,951,904,872
"2005-02-18 11:00:00",1011,1072,1187,1183,951,904
"2005-02-18 12:00:00",997,1011,1072,1187,1183,951
"2005-02-18 13:00:00",989,997,1011,1072,1187,1183
"2005-02-18 14:00:00",1006,989,997,1011,1072,1187
"2005-02-18 15:00:00",1016,1006,989,997,1011,1072
"2005-02-18 16:00:00",1069,1016,1006,989,997,1011
"2005-02-18 17:00:00",1109,1069,1016,1006,989,997
"2005-02-18 18:00:00",1182,1109,1069,1016,1006,989
"2005-02-18 19:00:00",1253,1182,1109,1069,1016,1006
"2005-02-18 20:00:00",1288,1253,1182,1109,1069,1016
"2005-02-18 21:00:00",1153,1288,1253,1182,1109,1069
"2005-02-18 22:00:00",1161,1153,1288,1253,1182,1109
"2005-02-18 23:00:00",1271,1161,1153,1288,1253,1182
"2005-02-19 00:00:00",1156,1271,1161,1153,1288,1253
"2005-02-19 01:00:00",1106,1156,1271,1161,1153,1288
"2005-02-19 02:00:00",1008,1106,1156,1271,1161,1153
"2005-02-19 03:00:00",966,1008,1106,1156,1271,1161
"2005-02-19 04:00:00",931,966,1008,1106,1156,1271
"2005-02-19 05:00:00",922,931,966,1008,1106,1156
"2005-02-19 06:00:00",911,922,931,966,1008,1106
"2005-02-19 07:00:00",993,911,922,931,966,1008
"2005-02-19 08:00:00",1100,993,911,922,931,966
"2005-02-19 09:00:00",1141,1100,993,911,922,931
"2005-02-19 10:00:00",1085,1141,1100,993,911,922
"2005-02-19 11:00:00",1153,1085,1141,1100,993,911
"2005-02-19 12:00:00",1122,1153,1085,1141,1100,993
"2005-02-19 13:00:00",992,1122,1153,1085,1141,1100
"2005-02-19 14:00:00",1018,992,1122,1153,1085,1141
"2005-02-19 15:00:00",981,1018,992,1122,1153,1085
"2005-02-19 16:00:00",988,981,1018,992,1122,1153
"2005-02-19 17:00:00",1059,988,981,1018,992,1122
"2005-02-19 18:00:00",1110,1059,988,981,1018,992
"2005-02-19 19:00:00",1204,1110,1059,988,981,1018
"2005-02-19 20:00:00",1275,1204,1110,1059,988,981
"2005-02-19 21:00:00",1297,1275,1204,1110,1059,988
"2005-02-19 22:00:00",1277,1297,1275,1204,1110,1059
"2005-02-19 23:00:00",1207,1277,1297,1275,1204,1110
"2005-02-20 00:00:00",1222,1207,1277,1297,1275,1204
"2005-02-20 01:00:00",1141,1222,1207,1277,1297,1275
"2005-02-20 02:00:00",1228,1141,1222,1207,1277,1297
"2005-02-20 03:00:00",1120,1228,1141,1222,1207,1277
"2005-02-20 04:00:00",1067,1120,1228,1141,1222,1207
"2005-02-20 05:00:00",947,1067,1120,1228,1141,1222
"2005-02-20 06:00:00",918,947,1067,1120,1228,1141
"2005-02-20 07:00:00",920,918,947,1067,1120,1228
"2005-02-20 08:00:00",941,920,918,947,1067,1120
"2005-02-20 09:00:00",949,941,920,918,947,1067
"2005-02-20 10:00:00",990,949,941,920,918,947
"2005-02-20 11:00:00",996,990,949,941,920,918
"2005-02-20 12:00:00",1023,996,990,949,941,920
"2005-02-20 13:00:00",1037,1023,996,990,949,941
"2005-02-20 14:00:00",1017,1037,1023,996,990,949
"2005-02-20 15:00:00",1042,1017,1037,1023,996,990
"2005-02-20 16:00:00",1037,1042,1017,1037,1023,996
"2005-02-20 17:00:00",1009,1037,1042,1017,1037,1023
"2005-02-20 18:00:00",1033,1009,1037,1042,1017,1037
"2005-02-20 19:00:00",1016,1033,1009,1037,1042,1017
"2005-02-20 20:00:00",1076,1016,1033,1009,1037,1042
"2005-02-20 21:00:00",1029,1076,1016,1033,1009,1037
"2005-02-20 22:00:00",984,1029,1076,1016,1033,1009
"2005-02-20 23:00:00",1003,984,1029,1076,1016,1033
"2005-02-21 00:00:00",1009,1003,984,1029,1076,1016
"2005-02-21 01:00:00",946,1009,1003,984,1029,1076
"2005-02-21 02:00:00",910,946,1009,1003,984,1029
"2005-02-21 03:00:00",886,910,946,1009,1003,984
"2005-02-21 04:00:00",879,886,910,946,1009,1003
"2005-02-21 05:00:00",907,879,886,910,946,1009
"2005-02-21 06:00:00",949,907,879,886,910,946
"2005-02-21 07:00:00",1054,949,907,879,886,910
"2005-02-21 08:00:00",1214,1054,949,907,879,886
"2005-02-21 09:00:00",1253,1214,1054,949,907,879
"2005-02-21 10:00:00",1197,1253,1214,1054,949,907
"2005-02-21 11:00:00",1156,1197,1253,1214,1054,949
"2005-02-21 12:00:00",1132,1156,1197,1253,1214,1054
"2005-02-21 13:00:00",1207,1132,1156,1197,1253,1214
"2005-02-21 14:00:00",1127,1207,1132,1156,1197,1253
"2005-02-21 15:00:00",1112,1127,1207,1132,1156,1197
"2005-02-21 16:00:00",1186,1112,1127,1207,1132,1156
"2005-02-21 17:00:00",1192,1186,1112,1127,1207,1132
"2005-02-21 18:00:00",1177,1192,1186,1112,1127,1207
"2005-02-21 19:00:00",1478,1177,1192,1186,1112,1127
"2005-02-21 20:00:00",1486,1478,1177,1192,1186,1112
"2005-02-21 21:00:00",1118,1486,1478,1177,1192,1186
"2005-02-21 22:00:00",1019,1118,1486,1478,1177,1192
"2005-02-21 23:00:00",961,1019,1118,1486,1478,1177
"2005-02-22 00:00:00",931,961,1019,1118,1486,1478
"2005-02-22 01:00:00",938,931,961,1019,1118,1486
"2005-02-22 02:00:00",888,938,931,961,1019,1118
"2005-02-22 03:00:00",844,888,938,931,961,1019
"2005-02-22 04:00:00",851,844,888,938,931,961
"2005-02-22 05:00:00",905,851,844,888,938,931
"2005-02-22 06:00:00",987,905,851,844,888,938
"2005-02-22 07:00:00",1124,987,905,851,844,888
"2005-02-22 08:00:00",1408,1124,987,905,851,844
"2005-02-22 09:00:00",1501,1408,1124,987,905,851
"2005-02-22 10:00:00",1266,1501,1408,1124,987,905
"2005-02-22 11:00:00",1082,1266,1501,1408,1124,987
"2005-02-22 12:00:00",1123,1082,1266,1501,1408,1124
"2005-02-22 13:00:00",1174,1123,1082,1266,1501,1408
"2005-02-22 14:00:00",1209,1174,1123,1082,1266,1501
"2005-02-22 15:00:00",1120,1209,1174,1123,1082,1266
"2005-02-22 16:00:00",1174,1120,1209,1174,1123,1082
"2005-02-22 17:00:00",1068,1174,1120,1209,1174,1123
"2005-02-22 18:00:00",1146,1068,1174,1120,1209,1174
"2005-02-22 19:00:00",1204,1146,1068,1174,1120,1209
"2005-02-22 20:00:00",1062,1204,1146,1068,1174,1120
"2005-02-22 21:00:00",1122,1062,1204,1146,1068,1174
"2005-02-22 22:00:00",940,1122,1062,1204,1146,1068
"2005-02-22 23:00:00",935,940,1122,1062,1204,1146
"2005-02-23 00:00:00",1011,935,940,1122,1062,1204
"2005-02-23 01:00:00",952,1011,935,940,1122,1062
"2005-02-23 02:00:00",899,952,1011,935,940,1122
"2005-02-23 03:00:00",880,899,952,1011,935,940
"2005-02-23 04:00:00",882,880,899,952,1011,935
"2005-02-23 05:00:00",844,882,880,899,952,1011
"2005-02-23 06:00:00",860,844,882,880,899,952
"2005-02-23 07:00:00",917,860,844,882,880,899
"2005-02-23 08:00:00",1126,917,860,844,882,880
"2005-02-23 09:00:00",1033,1126,917,860,844,882
"2005-02-23 10:00:00",944,1033,1126,917,860,844
"2005-02-23 11:00:00",955,944,1033,1126,917,860
"2005-02-23 12:00:00",992,955,944,1033,1126,917
"2005-02-23 13:00:00",1090,992,955,944,1033,1126
"2005-02-23 14:00:00",1151,1090,992,955,944,1033
"2005-02-23 15:00:00",1148,1151,1090,992,955,944
"2005-02-23 16:00:00",1140,1148,1151,1090,992,955
"2005-02-23 17:00:00",1160,1140,1148,1151,1090,992
"2005-02-23 18:00:00",1167,1160,1140,1148,1151,1090
"2005-02-23 19:00:00",1194,1167,1160,1140,1148,1151
"2005-02-23 20:00:00",1224,1194,1167,1160,1140,1148
"2005-02-23 21:00:00",1209,1224,1194,1167,1160,1140
"2005-02-23 22:00:00",1145,1209,1224,1194,1167,1160
"2005-02-23 23:00:00",1016,1145,1209,1224,1194,1167
"2005-02-24 00:00:00",1018,1016,1145,1209,1224,1194
"2005-02-24 01:00:00",937,1018,1016,1145,1209,1224
"2005-02-24 02:00:00",949,937,1018,1016,1145,1209
"2005-02-24 03:00:00",895,949,937,1018,1016,1145
"2005-02-24 04:00:00",884,895,949,937,1018,1016
"2005-02-24 05:00:00",883,884,895,949,937,1018
"2005-02-24 06:00:00",968,883,884,895,949,937
"2005-02-24 07:00:00",1071,968,883,884,895,949
"2005-02-24 08:00:00",1310,1071,968,883,884,895
"2005-02-24 09:00:00",1332,1310,1071,968,883,884
"2005-02-24 10:00:00",1178,1332,1310,1071,968,883
"2005-02-24 11:00:00",1093,1178,1332,1310,1071,968
"2005-02-24 12:00:00",1060,1093,1178,1332,1310,1071
"2005-02-24 13:00:00",1121,1060,1093,1178,1332,1310
"2005-02-24 14:00:00",1118,1121,1060,1093,1178,1332
"2005-02-24 15:00:00",1205,1118,1121,1060,1093,1178
"2005-02-24 16:00:00",1274,1205,1118,1121,1060,1093
"2005-02-24 17:00:00",1301,1274,1205,1118,1121,1060
"2005-02-24 18:00:00",1405,1301,1274,1205,1118,1121
"2005-02-24 19:00:00",1375,1405,1301,1274,1205,1118
"2005-02-24 20:00:00",1367,1375,1405,1301,1274,1205
"2005-02-24 21:00:00",1324,1367,1375,1405,1301,1274
"2005-02-24 22:00:00",1170,1324,1367,1375,1405,1301
"2005-02-24 23:00:00",1169,1170,1324,1367,1375,1405
"2005-02-25 00:00:00",1181,1169,1170,1324,1367,1375
"2005-02-25 01:00:00",1146,1181,1169,1170,1324,1367
"2005-02-25 02:00:00",1059,1146,1181,1169,1170,1324
"2005-02-25 03:00:00",1010,1059,1146,1181,1169,1170
"2005-02-25 04:00:00",1007,1010,1059,1146,1181,1169
"2005-02-25 05:00:00",932,1007,1010,1059,1146,1181
"2005-02-25 06:00:00",998,932,1007,1010,1059,1146
"2005-02-25 07:00:00",1072,998,932,1007,1010,1059
"2005-02-25 08:00:00",1424,1072,998,932,1007,1010
"2005-02-25 09:00:00",1527,1424,1072,998,932,1007
"2005-02-25 10:00:00",1364,1527,1424,1072,998,932
"2005-02-25 11:00:00",1190,1364,1527,1424,1072,998
"2005-02-25 12:00:00",1021,1190,1364,1527,1424,1072
"2005-02-25 13:00:00",1051,1021,1190,1364,1527,1424
"2005-02-25 14:00:00",1021,1051,1021,1190,1364,1527
"2005-02-25 15:00:00",1016,1021,1051,1021,1190,1364
"2005-02-25 16:00:00",1040,1016,1021,1051,1021,1190
"2005-02-25 17:00:00",1089,1040,1016,1021,1051,1021
"2005-02-25 18:00:00",1148,1089,1040,1016,1021,1051
"2005-02-25 19:00:00",1162,1148,1089,1040,1016,1021
"2005-02-25 20:00:00",1197,1162,1148,1089,1040,1016
"2005-02-25 21:00:00",1059,1197,1162,1148,1089,1040
"2005-02-25 22:00:00",1207,1059,1197,1162,1148,1089
"2005-02-25 23:00:00",1188,1207,1059,1197,1162,1148
"2005-02-26 00:00:00",1153,1188,1207,1059,1197,1162
"2005-02-26 01:00:00",1061,1153,1188,1207,1059,1197
"2005-02-26 02:00:00",1028,1061,1153,1188,1207,1059
"2005-02-26 03:00:00",1082,1028,1061,1153,1188,1207
"2005-02-26 04:00:00",1037,1082,1028,1061,1153,1188
"2005-02-26 05:00:00",942,1037,1082,1028,1061,1153
"2005-02-26 06:00:00",904,942,1037,1082,1028,1061
"2005-02-26 07:00:00",855,904,942,1037,1082,1028
"2005-02-26 08:00:00",914,855,904,942,1037,1082
"2005-02-26 09:00:00",933,914,855,904,942,1037
"2005-02-26 10:00:00",942,933,914,855,904,942
"2005-02-26 11:00:00",943,942,933,914,855,904
"2005-02-26 12:00:00",959,943,942,933,914,855
"2005-02-26 13:00:00",971,959,943,942,933,914
"2005-02-26 14:00:00",954,971,959,943,942,933
"2005-02-26 15:00:00",929,954,971,959,943,942
"2005-02-26 16:00:00",933,929,954,971,959,943
"2005-02-26 17:00:00",967,933,929,954,971,959
"2005-02-26 18:00:00",987,967,933,929,954,971
"2005-02-26 19:00:00",1003,987,967,933,929,954
"2005-02-26 20:00:00",1138,1003,987,967,933,929
"2005-02-26 21:00:00",1087,1138,1003,987,967,933
"2005-02-26 22:00:00",1129,1087,1138,1003,987,967
"2005-02-26 23:00:00",1191,1129,1087,1138,1003,987
"2005-02-27 00:00:00",1256,1191,1129,1087,1138,1003
"2005-02-27 01:00:00",1171,1256,1191,1129,1087,1138
"2005-02-27 02:00:00",1016,1171,1256,1191,1129,1087
"2005-02-27 03:00:00",1035,1016,1171,1256,1191,1129
"2005-02-27 04:00:00",980,1035,1016,1171,1256,1191
"2005-02-27 05:00:00",901,980,1035,1016,1171,1256
"2005-02-27 06:00:00",914,901,980,1035,1016,1171
"2005-02-27 07:00:00",940,914,901,980,1035,1016
"2005-02-27 08:00:00",935,940,914,901,980,1035
"2005-02-27 09:00:00",970,935,940,914,901,980
"2005-02-27 10:00:00",1064,970,935,940,914,901
"2005-02-27 11:00:00",1023,1064,970,935,940,914
"2005-02-27 12:00:00",955,1023,1064,970,935,940
"2005-02-27 13:00:00",943,955,1023,1064,970,935
"2005-02-27 14:00:00",895,943,955,1023,1064,970
"2005-02-27 15:00:00",890,895,943,955,1023,1064
"2005-02-27 16:00:00",904,890,895,943,955,1023
"2005-02-27 17:00:00",888,904,890,895,943,955
"2005-02-27 18:00:00",905,888,904,890,895,943
"2005-02-27 19:00:00",974,905,888,904,890,895
"2005-02-27 20:00:00",1048,974,905,888,904,890
"2005-02-27 21:00:00",895,1048,974,905,888,904
"2005-02-27 22:00:00",875,895,1048,974,905,888
"2005-02-27 23:00:00",943,875,895,1048,974,905
"2005-02-28 00:00:00",947,943,875,895,1048,974
"2005-02-28 01:00:00",865,947,943,875,895,1048
"2005-02-28 02:00:00",823,865,947,943,875,895
"2005-02-28 03:00:00",798,823,865,947,943,875
"2005-02-28 04:00:00",781,798,823,865,947,943
"2005-02-28 05:00:00",781,781,798,823,865,947
"2005-02-28 06:00:00",779,781,781,798,823,865
"2005-02-28 07:00:00",817,779,781,781,798,823
"2005-02-28 08:00:00",893,817,779,781,781,798
"2005-02-28 09:00:00",883,893,817,779,781,781
"2005-02-28 10:00:00",839,883,893,817,779,781
"2005-02-28 11:00:00",809,839,883,893,817,779
"2005-02-28 12:00:00",805,809,839,883,893,817
"2005-02-28 13:00:00",840,805,809,839,883,893
"2005-02-28 14:00:00",812,840,805,809,839,883
"2005-02-28 15:00:00",782,812,840,805,809,839
"2005-02-28 16:00:00",799,782,812,840,805,809
"2005-02-28 17:00:00",812,799,782,812,840,805
"2005-02-28 18:00:00",922,812,799,782,812,840
"2005-02-28 19:00:00",938,922,812,799,782,812
"2005-02-28 20:00:00",939,938,922,812,799,782
"2005-02-28 21:00:00",827,939,938,922,812,799
"2005-02-28 22:00:00",776,827,939,938,922,812
"2005-02-28 23:00:00",755,776,827,939,938,922
"2005-03-01 00:00:00",766,755,776,827,939,938
